PID,Player,Span,Mat,Inns,No,Runs,Hs,Ave,100,50,Ducks,Country,Format
4233,DB Rundle,1994-1994,2,2,0,6,6,3.00,0,0,1,Southafrica,ODI
4234,MW Rushmere,1992-1992,4,4,0,78,35,19.50,0,0,0,Southafrica,ODI
4235,BN Schultz,1992-1992,1,0,0,0,0,0,0,0,0,Southafrica,ODI
4236,T Shamsi,2016-2018,7,3,2,0,0*,0.00,0,0,1,Southafrica,ODI
4237,TG Shaw,1991-1994,9,6,4,26,17*,13.00,0,0,1,Southafrica,ODI
4238,M Shezi,2014-2014,1,0,0,0,0,0,0,0,0,Southafrica,ODI
4239,EO Simons,1994-1995,23,18,4,217,24,15.50,0,0,1,Southafrica,ODI
4240,GC Smith,2002-2013,196,193,10,6989,141,38.19,10,47,7,Southafrica,ODI
4241,RP Snell,1991-1996,42,28,8,322,63,16.10,0,2,1,Southafrica,ODI
4242,ELR Stewart,1993-2002,6,6,2,61,23*,15.25,0,0,0,Southafrica,ODI
4243,DW Steyn,2006-2016,114,45,11,294,35,8.64,0,0,7,Southafrica,ODI
4244,PJR Steyn,1995-1995,1,1,0,4,4,4.00,0,0,0,Southafrica,ODI
4245,PC Strydom,2000-2000,10,8,3,48,34,9.60,0,0,1,Southafrica,ODI
4246,PL Symcox,1993-1999,80,54,13,694,61,16.92,0,3,6,Southafrica,ODI
4247,R Telemachus,1998-2006,37,15,3,73,29,6.08,0,0,2,Southafrica,ODI
4248,DJ Terbrugge,2000-2000,4,2,1,5,5,5.00,0,0,0,Southafrica,ODI
4249,J Theron,2010-2010,4,1,0,5,5,5.00,0,0,0,Southafrica,ODI
4250,MS Tshabalala,2007-2007,4,1,1,2,2*,0,0,0,0,Southafrica,ODI
4251,LL Tsotsobe,2009-2013,61,21,13,56,16*,7.00,0,0,3,Southafrica,ODI
4252,RE van der Merwe,2009-2010,13,7,3,39,12,9.75,0,0,1,Southafrica,ODI
4253,JJ van der Wath,2006-2007,10,8,2,89,37*,14.83,0,0,3,Southafrica,ODI
4254,M van Jaarsveld,2002-2004,11,7,1,124,45,20.66,0,0,1,Southafrica,ODI
4255,VB van Jaarsveld,2009-2009,2,2,0,9,5,4.50,0,0,0,Southafrica,ODI
4256,MN van Wyk,2003-2015,17,17,1,425,82,26.56,0,4,2,Southafrica,ODI
4257,CJPG van Zyl,1992-1992,2,2,1,3,3*,3.00,0,0,1,Southafrica,ODI
4258,KC Wessels,1991-1994,55,54,4,1627,90,32.54,0,12,0,Southafrica,ODI
4259,D Wiese,2015-2016,6,6,1,102,41*,20.40,0,0,0,Southafrica,ODI
4260,HS Williams,1999-2000,7,2,1,8,7,8.00,0,0,0,Southafrica,ODI
4261,CM Willoughby,2000-2003,3,2,0,0,0,0.00,0,0,2,Southafrica,ODI
4262,M Yachad,1991-1991,1,1,0,31,31,31.00,0,0,0,Southafrica,ODI
4263,M Zondeki,2002-2008,11,2,2,4,3*,0,0,0,0,Southafrica,ODI
4264,K Zondo,2018-2018,3,3,0,96,54,32.00,0,1,0,Southafrica,ODI
4265,FS Ahangama,1985-1985,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4266,KN Amalean,1986-1988,8,3,1,15,9,7.50,0,0,0,Srilanka,ODI
4267,MKDI Amerasinghe,2007-2008,8,4,4,6,5*,0,0,0,0,Srilanka,ODI
4268,SD Anurasiri,1986-1994,45,18,12,62,11,10.33,0,0,2,Srilanka,ODI
4269,MA Aponso,2016-2017,6,5,4,6,2*,6.00,0,0,0,Srilanka,ODI
4270,RP Arnold,1997-2007,180,155,43,3950,103,35.26,1,28,7,Srilanka,ODI
4271,MS Atapattu,1990-2007,268,259,32,8529,132*,37.57,11,59,13,Srilanka,ODI
4272,HMCM Bandara,2006-2010,31,17,4,160,31,12.30,0,0,3,Srilanka,ODI
4273,KMC Bandara,2016-2016,1,1,1,1,1*,0,0,0,0,Srilanka,ODI
4274,MRCN Bandaratilleke,1998-1998,3,1,0,0,0,0.00,0,0,1,Srilanka,ODI
4275,JWHD Boteju,1999-1999,2,2,1,3,2,3.00,0,0,0,Srilanka,ODI
4276,PVD Chameera,2015-2018,20,12,6,90,19*,15.00,0,0,1,Srilanka,ODI
4277,UDU Chandana,1994-2007,147,111,17,1627,89,17.30,0,5,8,Srilanka,ODI
4278,LD Chandimal,2010-2018,139,126,21,3433,111,32.69,4,21,11,Srilanka,ODI
4279,A Dananjaya,2012-2018,19,14,2,154,50*,12.83,0,1,0,Srilanka,ODI
4280,PB Dassanayake,1993-1994,16,10,2,85,20*,10.62,0,0,0,Srilanka,ODI
4281,RG de Alwis,1983-1988,31,27,8,401,59*,21.10,0,2,2,Srilanka,ODI
4282,ALF de Mel,1982-1987,57,41,9,466,36,14.56,0,0,6,Srilanka,ODI
4283,SI de Saram,1999-2001,15,13,2,183,38,16.63,0,0,0,Srilanka,ODI
4284,DM de Silva,2016-2017,17,16,2,335,78*,23.92,0,3,1,Srilanka,ODI
4285,AM de Silva,1986-1993,4,2,0,12,8,6.00,0,0,0,Srilanka,ODI
4286,DLS de Silva,1979-1979,2,1,0,10,10,10.00,0,0,0,Srilanka,ODI
4287,DS de Silva,1975-1985,41,29,10,371,37*,19.52,0,0,0,Srilanka,ODI
4288,EAR de Silva,1986-1992,28,20,6,138,19*,9.85,0,0,2,Srilanka,ODI
4289,GN de Silva,1983-1985,4,2,1,9,7,9.00,0,0,0,Srilanka,ODI
4290,GRA de Silva,1975-1982,6,4,2,9,6*,4.50,0,0,1,Srilanka,ODI
4291,KSC de Silva,1996-2000,38,19,13,39,13*,6.50,0,0,4,Srilanka,ODI
4292,PA de Silva,1984-2003,308,296,30,9284,145,34.90,11,64,17,Srilanka,ODI
4293,PC de Silva,2014-2017,7,7,1,94,44,15.66,0,0,0,Srilanka,ODI
4294,PWH de Silva,2017-2018,9,7,1,63,22,10.50,0,0,2,Srilanka,ODI
4295,SKL de Silva,1997-1997,11,6,3,161,57,53.66,0,2,0,Srilanka,ODI
4296,HDPK Dharmasena,1994-2004,141,87,33,1222,69*,22.62,0,4,2,Srilanka,ODI
4297,RL Dias,1979-1987,58,55,5,1573,121,31.46,2,11,3,Srilanka,ODI
4298,N Dickwella,2014-2018,36,34,1,1074,116,32.54,2,5,1,Srilanka,ODI
4299,LHD Dilhara,2005-2013,9,9,0,83,29,9.22,0,0,1,Srilanka,ODI
4300,TM Dilshan,1999-2016,330,303,41,10290,161*,39.27,22,47,11,Srilanka,ODI
4301,CI Dunusinghe,1995-1995,1,1,0,1,1,1.00,0,0,0,Srilanka,ODI
4302,RMS Eranga,2011-2016,19,11,8,34,12*,11.33,0,0,1,Srilanka,ODI
4303,AM Fernando,2017-2017,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4304,N Pradeep,2012-2018,28,12,8,18,7,4.50,0,0,1,Srilanka,ODI
4305,CRD Fernando,2001-2012,146,61,35,239,20,9.19,0,0,9,Srilanka,ODI
4306,ER Fernando,1975-1975,3,3,0,47,22,15.66,0,0,0,Srilanka,ODI
4307,ERNS Fernando,1983-1983,7,5,0,101,36,20.20,0,0,2,Srilanka,ODI
4308,KADM Fernando,2003-2003,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4309,KHRK Fernando,2002-2006,7,5,3,43,23*,21.50,0,0,0,Srilanka,ODI
4310,MVT Fernando,2017-2017,6,6,4,27,7*,13.50,0,0,1,Srilanka,ODI
4311,TCB Fernando,2001-2003,17,10,6,29,14*,7.25,0,0,1,Srilanka,ODI
4312,TL Fernando,1989-1989,1,1,0,8,8,8.00,0,0,0,Srilanka,ODI
4313,UNK Fernando,1994-1994,2,2,2,22,20*,0,0,0,0,Srilanka,ODI
4314,WIA Fernando,2016-2016,1,1,0,0,0,0.00,0,0,1,Srilanka,ODI
4315,IS Gallage,1999-2001,3,2,1,17,14,17.00,0,0,0,Srilanka,ODI
4316,D Gamage,2003-2003,3,2,1,3,2*,3.00,0,0,0,Srilanka,ODI
4317,JC Gamage,1995-1995,4,2,2,8,7*,0,0,0,0,Srilanka,ODI
4318,PLS Gamage,2014-2017,9,5,3,4,3,2.00,0,0,0,Srilanka,ODI
4319,WCA Ganegama,2001-2006,4,2,0,7,7,3.50,0,0,1,Srilanka,ODI
4320,Y Goonasekera,1983-1983,3,3,0,69,35,23.00,0,0,0,Srilanka,ODI
4321,HM Goonatilleke,1982-1982,6,4,3,31,14*,31.00,0,0,0,Srilanka,ODI
4322,DAS Gunaratne,2016-2018,29,23,4,558,114*,29.36,1,1,0,Srilanka,ODI
4323,PW Gunaratne,2002-2003,23,8,3,36,15*,7.20,0,0,2,Srilanka,ODI
4324,MD Gunathilaka,2015-2018,33,32,1,957,116,30.87,1,7,1,Srilanka,ODI
4325,FRMD Gunatilleke,1979-1979,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4326,AAW Gunawardena,1994-1994,1,1,0,2,2,2.00,0,0,0,Srilanka,ODI
4327,DA Gunawardene,1998-2006,61,61,1,1708,132,28.46,1,12,5,Srilanka,ODI
4328,AP Gurusinha,1985-1996,147,143,5,3902,117*,28.27,2,22,12,Srilanka,ODI
4329,UC Hathurusingha,1992-1999,35,33,1,669,66,20.90,0,4,3,Srilanka,ODI
4330,HMRKB Herath,2004-2015,71,30,15,140,17*,9.33,0,0,3,Srilanka,ODI
4331,PD Heyn,1975-1975,2,2,0,3,2,1.50,0,0,0,Srilanka,ODI
4332,WS Jayantha,2004-2004,17,17,2,400,74*,26.66,0,2,2,Srilanka,ODI
4333,PS Jayaprakashdaran,2005-2005,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4334,RSA Jayasekera,1982-1982,2,1,0,17,17,17.00,0,0,0,Srilanka,ODI
4335,SA Jayasinghe,1979-1979,2,1,0,1,1,1.00,0,0,0,Srilanka,ODI
4336,GSNFG Jayasuriya,2015-2016,6,4,1,51,31,17.00,0,0,1,Srilanka,ODI
4337,ST Jayasuriya,1989-2011,441,429,18,13364,189,32.51,28,68,34,Srilanka,ODI
4338,DPMD Jayawardene,1998-2015,443,413,38,12381,144,33.01,18,75,28,Srilanka,ODI
4339,HAPW Jayawardene,2003-2007,6,5,0,27,20,5.40,0,0,1,Srilanka,ODI
4340,S Jeganathan,1983-1988,5,4,1,25,20*,8.33,0,0,0,Srilanka,ODI
4341,VB John,1982-1987,45,19,10,84,15,9.33,0,0,3,Srilanka,ODI
4342,RS Kalpage,1992-1999,86,69,28,844,51,20.58,0,1,2,Srilanka,ODI
4343,S Randiv,2009-2016,31,18,2,280,56,17.50,0,1,2,Srilanka,ODI
4344,LWS Kaluperuma,1975-1982,4,3,3,33,14*,0,0,0,0,Srilanka,ODI
4345,SMS Kaluperuma,1988-1988,2,2,0,11,7,5.50,0,0,0,Srilanka,ODI
4346,RS Kaluwitharana,1990-2004,189,181,14,3711,102*,22.22,2,23,24,Srilanka,ODI
4347,SHT Kandamby,2004-2014,39,36,6,870,93*,29.00,0,5,2,Srilanka,ODI
4348,CK Kapugedera,2006-2017,102,84,7,1624,95,21.09,0,8,7,Srilanka,ODI
4349,SHU Karnain,1984-1990,19,17,5,229,41*,19.08,0,0,2,Srilanka,ODI
4350,FDM Karunaratne,2011-2015,17,13,1,190,60,15.83,0,1,2,Srilanka,ODI
4351,PHT Kaushal,2015-2015,1,1,0,0,0,0.00,0,0,1,Srilanka,ODI
4352,CKB Kulasekara,2011-2012,4,3,0,38,19,12.66,0,0,1,Srilanka,ODI
4353,KMDN Kulasekara,2003-2017,184,123,37,1327,73,15.43,0,4,13,Srilanka,ODI
4354,CBRLS Kumara,2017-2017,4,3,2,6,5,6.00,0,0,0,Srilanka,ODI
4355,DSBP Kuruppu,1983-1990,54,52,1,1022,72,20.03,0,4,3,Srilanka,ODI
4356,GF Labrooy,1986-1992,44,36,7,249,33,8.58,0,0,6,Srilanka,ODI
4357,RAS Lakmal,2009-2018,75,40,19,161,26,7.66,0,0,9,Srilanka,ODI
4358,MKGCP Lakshitha,2002-2003,7,2,1,7,4,7.00,0,0,0,Srilanka,ODI
4359,DK Liyanage,1992-2001,16,11,2,144,43,16.00,0,0,0,Srilanka,ODI
4360,KS Lokuarachchi,2003-2007,21,18,3,210,69,14.00,0,1,2,Srilanka,ODI
4361,RS Madugalle,1979-1988,63,56,5,950,73,18.62,0,3,4,Srilanka,ODI
4362,MAWR Madurasinghe,1988-1992,12,6,4,21,8*,10.50,0,0,0,Srilanka,ODI
4363,DSK Madushanka,2018-2018,1,1,0,7,7,7.00,0,0,0,Srilanka,ODI
4364,LD Madushanka,2017-2017,4,4,1,14,7,4.66,0,0,1,Srilanka,ODI
4365,RS Mahanama,1986-1999,213,198,23,5162,119*,29.49,4,35,15,Srilanka,ODI
4366,MF Maharoof,2004-2016,109,75,18,1113,69*,19.52,0,2,3,Srilanka,ODI
4367,SL Malinga,2004-2017,204,102,31,496,56,6.98,0,1,24,Srilanka,ODI
4368,AD Mathews,2008-2018,196,166,44,5107,139*,41.86,2,35,13,Srilanka,ODI
4369,BAW Mendis,2008-2015,87,42,19,188,21*,8.17,0,0,10,Srilanka,ODI
4370,BKG Mendis,2016-2018,44,42,2,1239,102,30.97,1,11,4,Srilanka,ODI
4371,BMAJ Mendis,2010-2015,54,40,10,604,72,20.13,0,1,1,Srilanka,ODI
4372,LRD Mendis,1975-1989,79,74,9,1527,80,23.49,0,7,4,Srilanka,ODI
4373,MC Mendis,1995-1995,1,1,1,3,3*,0,0,0,0,Srilanka,ODI
4374,J Mubarak,2002-2013,40,37,6,704,72,22.70,0,4,1,Srilanka,ODI
4375,AMN Munasinghe,1994-1996,5,4,1,13,8,4.33,0,0,1,Srilanka,ODI
4376,EMDY Munaweera,2017-2017,2,2,0,15,11,7.50,0,0,0,Srilanka,ODI
4377,M Muralitharan,1993-2011,343,161,63,674,33*,6.87,0,0,24,Srilanka,ODI
4378,MN Nawaz,1998-2002,3,3,1,31,15*,15.50,0,0,0,Srilanka,ODI
4379,RAP Nissanka,2001-2003,23,13,5,53,11,6.62,0,0,2,Srilanka,ODI
4380,ARM Opatha,1975-1979,5,3,0,29,18,9.66,0,0,1,Srilanka,ODI
4381,SP Pasqual,1979-1979,2,2,1,24,23*,24.00,0,0,0,Srilanka,ODI
4382,SS Pathirana,2015-2017,18,14,1,332,56,25.53,0,1,0,Srilanka,ODI
4383,AK Perera,2013-2016,4,2,0,8,7,4.00,0,0,0,Srilanka,ODI
4384,ASA Perera,1998-2001,20,13,2,195,56*,17.72,0,1,1,Srilanka,ODI
4385,KG Perera,1986-1986,1,0,0,0,0,0,0,0,0,Srilanka,ODI
4386,MDK Perera,2007-2017,12,11,0,123,30,11.18,0,0,0,Srilanka,ODI
4387,MDKJ Perera,2013-2018,73,70,5,1856,135,28.55,3,9,8,Srilanka,ODI
4388,NLTC Perera,2009-2018,133,101,14,1586,80*,18.22,0,8,9,Srilanka,ODI
4389,PDRL Perera,1999-2007,19,7,2,8,4*,1.60,0,0,4,Srilanka,ODI
4390,HSM Pieris,1975-1975,3,3,1,19,16,9.50,0,0,0,Srilanka,ODI
4391,KTGD Prasad,2006-2015,24,12,6,129,31*,21.50,0,0,1,Srilanka,ODI
4392,S Prasanna,2011-2017,38,35,3,405,95,12.65,0,2,6,Srilanka,ODI
4393,SMA Priyanjan,2013-2015,23,20,2,420,74,23.33,0,2,0,Srilanka,ODI
4394,KR Pushpakumara,1994-1999,31,9,5,36,14*,9.00,0,0,2,Srilanka,ODI
4395,M Pushpakumara,2009-2010,3,1,1,7,7*,0,0,0,0,Srilanka,ODI
4396,PM Pushpakumara,2017-2017,2,2,0,11,8,5.50,0,0,0,Srilanka,ODI
4397,CPH Ramanayake,1986-1995,62,35,14,210,26,10.00,0,0,7,Srilanka,ODI
4398,AN Ranasinghe,1975-1982,9,8,1,153,51,21.85,0,1,2,Srilanka,ODI
4399,SK Ranasinghe,1986-1986,4,3,0,55,41,18.33,0,0,1,Srilanka,ODI
4400,A Ranatunga,1982-1999,269,255,47,7456,131*,35.84,4,49,18,Srilanka,ODI
4401,D Ranatunga,1990-1990,4,4,0,49,25,12.25,0,0,1,Srilanka,ODI
4402,N Ranatunga,1993-1993,2,1,0,0,0,0.00,0,0,1,Srilanka,ODI
4403,S Ranatunga,1994-1996,13,11,0,253,70,23.00,0,2,0,Srilanka,ODI
4404,NLK Ratnayake,1989-1990,2,0,0,0,0,0,0,0,0,Srilanka,ODI
4405,RJ Ratnayake,1982-1993,70,55,18,612,33*,16.54,0,0,4,Srilanka,ODI
4406,JR Ratnayeke,1982-1990,78,69,14,824,50,14.98,0,1,4,Srilanka,ODI
4407,MAR Samarasekera,1983-1994,39,39,2,844,76,22.81,0,4,2,Srilanka,ODI
4408,DP Samaraweera,1993-1994,5,4,0,91,49,22.75,0,0,0,Srilanka,ODI
4409,TT Samaraweera,1998-2011,53,42,11,862,105*,27.80,2,0,4,Srilanka,ODI
4410,S Samarawickrama,2017-2017,3,3,0,42,42,14.00,0,0,2,Srilanka,ODI
4411,PADLR Sandakan,2016-2018,12,6,2,11,5,2.75,0,0,1,Srilanka,ODI
4412,KC Sangakkara,2000-2015,397,373,40,13975,169,41.96,25,90,15,Srilanka,ODI
4413,CP Senanayake,1990-1991,7,7,0,126,27,18.00,0,0,1,Srilanka,ODI
4414,SMSM Senanayake,2012-2015,49,33,11,290,42,13.18,0,0,6,Srilanka,ODI
4415,MD Shanaka,2016-2016,9,7,1,119,42,19.83,0,0,0,Srilanka,ODI
4416,KJ Silva,1995-1995,1,1,1,1,1*,0,0,0,0,Srilanka,ODI
4417,LPC Silva,1999-2011,75,62,7,1587,107*,28.85,1,13,6,Srilanka,ODI
4418,SAR Silva,1984-1985,20,20,0,441,85,22.05,0,3,1,Srilanka,ODI
4419,TAM Siriwardana,2015-2017,26,23,1,513,66,23.31,0,3,1,Srilanka,ODI
4420,APB Tennekoon,1975-1979,4,4,0,137,59,34.25,0,1,1,Srilanka,ODI
4421,WU Tharanga,2005-2018,222,211,17,6770,174*,34.89,15,37,16,Srilanka,ODI
4422,HDRL Thirimanne,2010-2017,117,97,12,2946,139*,34.65,4,20,6,Srilanka,ODI
4423,T Thushara,2008-2010,38,27,6,392,54*,18.66,0,1,4,Srilanka,ODI
4424,HP Tillakaratne,1986-2003,200,168,40,3789,104,29.60,2,13,10,Srilanka,ODI
4425,MH Tissera,1975-1975,3,3,0,78,52,26.00,0,1,0,Srilanka,ODI
4426,I Udana,2012-2012,2,0,0,0,0,0,0,0,0,Srilanka,ODI
4427,ML Udawatte,2008-2008,9,9,0,257,73,28.55,0,2,1,Srilanka,ODI
4428,KEA Upashantha,1995-2001,12,8,1,49,15,7.00,0,0,0,Srilanka,ODI
4429,WPUJC Vaas,1994-2008,321,219,72,2018,50*,13.72,0,1,25,Srilanka,ODI
4430,JDF Vandersay,2015-2017,11,7,1,71,25,11.83,0,0,1,Srilanka,ODI
4431,MG Vandort,2006-2006,1,1,0,48,48,48.00,0,0,0,Srilanka,ODI
4432,KDK Vithanage,2013-2014,6,6,1,75,27,15.00,0,0,0,Srilanka,ODI
4433,DM Vonhagt,1985-1985,1,1,0,8,8,8.00,0,0,0,Srilanka,ODI
4434,B Warnapura,1975-1982,12,12,0,180,77,15.00,0,1,1,Srilanka,ODI
4435,SM Warnapura,2007-2008,3,3,0,35,30,11.66,0,0,1,Srilanka,ODI
4436,KPJ Warnaweera,1990-1993,6,3,3,1,1*,0,0,0,0,Srilanka,ODI
4437,AP Weerakkody,1994-1994,1,1,0,2,2,2.00,0,0,0,Srilanka,ODI
4438,DS Weerakkody,2017-2017,3,3,0,73,58,24.33,0,1,0,Srilanka,ODI
4439,S Weerakoon,2012-2012,2,0,0,0,0,0,0,0,0,Srilanka,ODI
4440,K Weeraratne,2000-2008,15,9,1,160,41,20.00,0,0,0,Srilanka,ODI
4441,UWMBCA Welegedara,2009-2010,10,3,2,4,2*,4.00,0,0,0,Srilanka,ODI
4442,MD Wettimuny,1983-1983,1,1,0,2,2,2.00,0,0,0,Srilanka,ODI
4443,S Wettimuny,1982-1987,35,33,1,786,86*,24.56,0,4,1,Srilanka,ODI
4444,SRD Wettimuny,1975-1979,3,3,1,136,67,68.00,0,2,0,Srilanka,ODI
4445,RPAH Wickramaratne,1993-1993,3,2,0,4,3,2.00,0,0,0,Srilanka,ODI
4446,GP Wickramasinghe,1990-2002,134,64,24,344,32,8.60,0,0,12,Srilanka,ODI
4447,AGD Wickremasinghe,1992-1993,4,1,0,2,2,2.00,0,0,0,Srilanka,ODI
4448,KIW Wijegunawardene,1988-1992,26,12,5,20,8*,2.85,0,0,4,Srilanka,ODI
4449,RGCE Wijesuriya,1982-1985,8,3,2,18,12*,18.00,0,0,1,Srilanka,ODI
4450,DNT Zoysa,1997-2007,95,47,21,343,47*,13.19,0,0,5,Srilanka,ODI
4451,JC Adams,1992-2001,127,105,28,2204,82,28.62,0,14,7,Westindies,ODI
4452,SW Ambris,2017-2017,1,1,1,38,38*,0,0,0,0,Westindies,ODI
4453,CEL Ambrose,1988-2000,176,96,36,639,31*,10.65,0,0,13,Westindies,ODI
4454,HAG Anthony,1995-1995,3,3,0,23,21,7.66,0,0,1,Westindies,ODI
4455,KLT Arthurton,1988-1999,105,93,20,1904,84,26.08,0,9,12,Westindies,ODI
4456,RA Austin,1978-1978,1,1,0,8,8,8.00,0,0,0,Westindies,ODI
4457,SFAF Bacchus,1978-1983,29,26,3,612,80*,26.60,0,3,2,Westindies,ODI
4458,LS Baker,2008-2009,10,4,2,13,11*,6.50,0,0,1,Westindies,ODI
4459,OAC Banks,2003-2005,5,5,0,83,33,16.60,0,0,0,Westindies,ODI
4460,EAE Baptiste,1983-1990,43,16,4,184,31,15.33,0,0,0,Westindies,ODI
4461,AB Barath,2010-2012,14,14,1,394,113,30.30,1,1,2,Westindies,ODI
4462,CS Baugh,2003-2012,47,35,11,482,49,20.08,0,0,2,Westindies,ODI
4463,RR Beaton,2017-2017,2,2,1,15,12*,15.00,0,0,0,Westindies,ODI
4464,KCG Benjamin,1992-1996,26,13,7,65,17,10.83,0,0,1,Westindies,ODI
4465,WKM Benjamin,1986-1995,85,52,12,298,31,7.45,0,0,10,Westindies,ODI
4466,SJ Benn,2008-2016,47,30,7,182,31,7.91,0,0,5,Westindies,ODI
4467,DE Bernard,2003-2010,20,12,2,141,38,14.10,0,0,1,Westindies,ODI
4468,CA Best,1986-1992,24,23,4,473,100,24.89,1,2,2,Westindies,ODI
4469,TL Best,2004-2014,26,16,8,76,24,9.50,0,0,1,Westindies,ODI
4470,D Bishoo,2011-2017,27,17,5,90,16,7.50,0,0,5,Westindies,ODI
4471,IR Bishop,1988-1997,84,44,19,405,33*,16.20,0,0,3,Westindies,ODI
4472,MI Black,2001-2001,5,2,0,4,4,2.00,0,0,1,Westindies,ODI
4473,J Blackwood,2015-2015,2,2,0,11,9,5.50,0,0,0,Westindies,ODI
4474,KD Boyce,1973-1975,8,4,0,57,34,14.25,0,0,0,Westindies,ODI
4475,IDR Bradshaw,2004-2007,62,34,11,287,37,12.47,0,0,6,Westindies,ODI
4476,CR Brathwaite,2011-2018,25,23,2,281,33*,13.38,0,0,1,Westindies,ODI
4477,KC Brathwaite,2016-2017,10,10,0,278,78,27.80,0,1,0,Westindies,ODI
4478,DJ Bravo,2004-2014,164,141,24,2968,112*,25.36,2,10,11,Westindies,ODI
4479,DM Bravo,2009-2016,94,91,10,2595,124,32.03,3,17,7,Westindies,ODI
4480,D Brown,2001-2002,3,2,1,10,9,10.00,0,0,0,Westindies,ODI
4481,BS Browne,1994-1994,4,3,2,8,8*,8.00,0,0,1,Westindies,ODI
4482,CO Browne,1995-2005,46,32,8,415,46*,17.29,0,0,3,Westindies,ODI
4483,PA Browne,2008-2008,5,5,1,134,49*,33.50,0,0,0,Westindies,ODI
4484,HR Bryan,1999-1999,15,8,2,43,11,7.16,0,0,1,Westindies,ODI
4485,DK Butler,2005-2006,5,4,3,25,13*,25.00,0,0,0,Westindies,ODI
4486,SL Campbell,1994-2001,90,87,0,2283,105,26.24,2,14,9,Westindies,ODI
4487,JL Carter,2015-2017,28,25,2,524,54,22.78,0,3,1,Westindies,ODI
4488,S Chanderpaul,1994-2011,268,251,40,8778,150,41.60,11,59,6,Westindies,ODI
4489,J Charles,2012-2016,48,48,0,1283,130,26.72,2,4,7,Westindies,ODI
4490,RL Chase,2017-2017,8,6,1,68,33*,13.60,0,0,2,Westindies,ODI
4491,S Chattergoon,2006-2009,18,17,2,370,54*,24.66,0,2,2,Westindies,ODI
4492,ST Clarke,1978-1982,10,8,2,60,20,10.00,0,0,1,Westindies,ODI
4493,PT Collins,1999-2005,30,12,5,30,10*,4.28,0,0,2,Westindies,ODI
4494,CD Collymore,1999-2007,84,35,17,104,13*,5.77,0,0,8,Westindies,ODI
4495,SS Cottrell,2015-2018,5,4,2,14,8,7.00,0,0,0,Westindies,ODI
4496,RT Crandon,2009-2009,1,1,0,5,5,5.00,0,0,0,Westindies,ODI
4497,CEH Croft,1977-1981,19,6,4,18,8,9.00,0,0,0,Westindies,ODI
4498,CE Cuffy,1994-2002,41,22,8,62,17*,4.42,0,0,5,Westindies,ODI
4499,ML Cummins,2014-2017,11,3,1,10,5,5.00,0,0,0,Westindies,ODI
4500,AC Cummins,1991-1995,63,41,11,459,44*,15.30,0,0,3,Westindies,ODI
4501,WW Daniel,1978-1984,18,5,4,49,16*,49.00,0,0,0,Westindies,ODI
4502,WW Davis,1983-1988,35,5,3,28,10,14.00,0,0,0,Westindies,ODI
4503,N Deonarine,2005-2015,31,29,3,682,65*,26.23,0,4,0,Westindies,ODI
4504,R Dhanraj,1994-1995,6,2,1,8,8,8.00,0,0,0,Westindies,ODI
4505,M Dillon,1997-2005,108,51,20,227,21*,7.32,0,0,9,Westindies,ODI
4506,TM Dowlin,2009-2010,11,11,2,228,100*,25.33,1,1,2,Westindies,ODI
4507,VC Drakes,1995-2004,34,17,5,94,25,7.83,0,0,2,Westindies,ODI
4508,PJL Dujon,1981-1991,169,120,36,1945,82*,23.15,0,6,8,Westindies,ODI
4509,FH Edwards,2003-2009,50,22,14,73,13,9.12,0,0,2,Westindies,ODI
4510,KA Edwards,2011-2014,16,16,2,331,123*,23.64,1,0,3,Westindies,ODI
4511,RR Emrit,2007-2007,2,2,1,13,13,13.00,0,0,0,Westindies,ODI
4512,SE Findlay,2008-2009,9,8,1,146,59*,20.85,0,1,0,Westindies,ODI
4513,ADS Fletcher,2008-2016,25,25,0,354,54,14.16,0,2,3,Westindies,ODI
4514,MLC Foster,1973-1973,2,1,0,25,25,25.00,0,0,0,Westindies,ODI
4515,RC Fredericks,1973-1977,12,12,0,311,105,25.91,1,1,0,Westindies,ODI
4516,RS Gabriel,1984-1984,11,11,0,167,41,15.18,0,0,2,Westindies,ODI
4517,ST Gabriel,2016-2017,18,13,7,21,12*,3.50,0,0,3,Westindies,ODI
4518,D Ganga,1999-2006,35,34,1,843,71,25.54,0,9,5,Westindies,ODI
4519,J Garner,1977-1987,98,41,15,239,37,9.19,0,0,5,Westindies,ODI
4520,LV Garrick,2001-2001,3,3,0,99,76,33.00,0,1,0,Westindies,ODI
4521,CH Gayle,1999-2018,274,269,17,9502,215,37.70,23,47,22,Westindies,ODI
4522,LR Gibbs,1973-1975,3,1,1,0,0*,0,0,0,0,Westindies,ODI
4523,OD Gibson,1995-1997,15,11,1,141,52,14.10,0,1,1,Westindies,ODI
4524,HA Gomes,1978-1987,83,64,15,1415,101,28.87,1,6,5,Westindies,ODI
4525,AH Gray,1985-1991,25,11,5,51,10*,8.50,0,0,1,Westindies,ODI
4526,AE Greenidge,1978-1978,1,1,0,23,23,23.00,0,0,0,Westindies,ODI
4527,CG Greenidge,1975-1991,128,127,13,5134,133*,45.03,11,31,3,Westindies,ODI
